system:index,Elevation,LST,Latitude,Longitude,NDBI,NDVI,Population,.geo
7806,569,41.646187130000044,19.849414564358877,75.42771008065047,0.07160909856781802,0.1689827092394187,17.139408111572266,"{""type"":""Point"",""coordinates"":[75.42771008065047,19.849414564358877]}"
7807,675,42.99459602000002,19.973528709772296,75.16095595276313,0.07239122063919907,0.2317525246069283,0.9665467739105225,"{""type"":""Point"",""coordinates"":[75.16095595276313,19.973528709772296]}"
7808,756,44.59252036999999,19.990312516478866,75.24898155617488,0.15517417509449383,0.17739179954441914,1.2841321229934692,"{""type"":""Point"",""coordinates"":[75.24898155617488,19.990312516478866]}"
7809,543,46.16651858,19.897494284746134,75.15872804927434,0.09668662674650699,0.09271779022599962,1.503983497619629,"{""type"":""Point"",""coordinates"":[75.15872804927434,19.897494284746134]}"
7810,696,47.87552858000004,20.029554109352205,75.37640291613319,0.11409642988590357,0.14769340803433068,1.5140866041183472,"{""type"":""Point"",""coordinates"":[75.37640291613319,20.029554109352205]}"
7811,755,45.917003120000004,19.979868097012208,75.25906953588009,0.17088023620594206,0.15072352413881418,1.616053581237793,"{""type"":""Point"",""coordinates"":[75.25906953588009,19.979868097012208]}"
7812,682,47.2978832,19.808748673881265,75.37450032094112,0.11957653592502604,0.18597311513734657,2.807692527770996,"{""type"":""Point"",""coordinates"":[75.37450032094112,19.808748673881265]}"
7813,530,41.029234520000045,19.74636086078104,75.34171844185288,-0.057383320581484314,0.29608788853161844,1.6521568298339844,"{""type"":""Point"",""coordinates"":[75.34171844185288,19.74636086078104]}"
7814,599,41.97944408000001,19.87029491774864,75.35765201723478,0.003397027600849257,0.2814632814632815,87.42305755615234,"{""type"":""Point"",""coordinates"":[75.35765201723478,19.87029491774864]}"
7815,596,47.30301023000004,19.856551577992118,75.574104154911,-0.0018563207722294413,0.2663068981698733,2.667766809463501,"{""type"":""Point"",""coordinates"":[75.574104154911,19.856551577992118]}"
7816,702,43.35861514999999,19.98992358219172,75.39302472071503,0.028351342676794695,0.17187096774193547,2.5767812728881836,"{""type"":""Point"",""coordinates"":[75.39302472071503,19.98992358219172]}"
7817,706,36.74987348000002,19.995501821861588,75.26792214164436,-0.0028564433200032645,0.25747032337290215,1.4687234163284302,"{""type"":""Point"",""coordinates"":[75.26792214164436,19.995501821861588]}"
7818,513,43.56711437000001,19.776517869336942,75.25415416729804,0.09682477459819679,0.2028191072826938,1.636454701423645,"{""type"":""Point"",""coordinates"":[75.25415416729804,19.776517869336942]}"
7819,791,47.446567070000015,19.80339561885647,75.31644773420011,0.1115140525838622,0.13791768804025287,3.27897310256958,"{""type"":""Point"",""coordinates"":[75.31644773420011,19.80339561885647]}"
7820,667,45.40088209999999,19.813063438357165,75.379806096769,-8.366100560528738E-5,0.226554483890827,2.8304195404052734,"{""type"":""Point"",""coordinates"":[75.379806096769,19.813063438357165]}"
7821,528,43.68332705,19.76064179239625,75.3046572460812,-0.0064794816414686825,0.16850551654964896,7.603809833526611,"{""type"":""Point"",""coordinates"":[75.3046572460812,19.76064179239625]}"
7822,572,42.427204700000004,19.87827935765864,75.32560690372148,0.07381734160282136,0.1527168154987135,170.3046875,"{""type"":""Point"",""coordinates"":[75.32560690372148,19.87827935765864]}"
7823,544,39.793620290000035,19.87326559869598,75.19422961813773,0.05434782608695652,0.17261448920202174,2.0436251163482666,"{""type"":""Point"",""coordinates"":[75.19422961813773,19.87326559869598]}"
7824,670,45.385501009999984,19.779519069607606,75.38408379306918,0.14649397052255472,0.19213973799126638,1.6859084367752075,"{""type"":""Point"",""coordinates"":[75.38408379306918,19.779519069607606]}"
7825,580,47.51663647999999,19.86476419485162,75.51367750098649,0.05408753096614368,0.13149771576737868,14.47719955444336,"{""type"":""Point"",""coordinates"":[75.51367750098649,19.86476419485162]}"
7826,503,44.794183550000014,19.741124397153513,75.29049659405223,-0.07224583197123242,0.4296091820427139,14.974249839782715,"{""type"":""Point"",""coordinates"":[75.29049659405223,19.741124397153513]}"
7827,543,43.4184305,19.85949914271237,75.23575827897356,-0.004896959804121608,0.22588674548848786,12.925012588500977,"{""type"":""Point"",""coordinates"":[75.23575827897356,19.85949914271237]}"
7828,600,46.40236196000001,19.930606791047914,75.58381258856495,0.1843485276321097,0.18159240321402484,2.1019821166992188,"{""type"":""Point"",""coordinates"":[75.58381258856495,19.930606791047914]}"
7829,510,43.26803762000003,19.803330516727037,75.23130299134786,0.05504791620236238,0.17630739353585795,24.074586868286133,"{""type"":""Point"",""coordinates"":[75.23130299134786,19.803330516727037]}"
7830,721,41.93330080999999,20.013901339698435,75.30045109873689,-0.0996309963099631,0.3166421207658321,1.445117712020874,"{""type"":""Point"",""coordinates"":[75.30045109873689,20.013901339698435]}"
7831,666,45.40600913000003,19.93982843130474,75.58338551481033,0.10926410160627568,0.24679738562091502,2.7793502807617188,"{""type"":""Point"",""coordinates"":[75.58338551481033,19.93982843130474]}"
7832,746,45.676032710000015,19.95493526758782,75.45178282306881,0.09802125320630267,0.16658767772511848,2.1527321338653564,"{""type"":""Point"",""coordinates"":[75.45178282306881,19.95493526758782]}"
7833,553,41.40179870000003,19.921421507240428,75.151555431017,0.04222907828769765,0.296359128278742,1.2803986072540283,"{""type"":""Point"",""coordinates"":[75.151555431017,19.921421507240428]}"
7834,717,45.47436952999999,19.98571898900894,75.21986080401477,0.06738167404989508,0.13122171945701358,1.534925103187561,"{""type"":""Point"",""coordinates"":[75.21986080401477,19.98571898900894]}"
7835,579,42.63741292999998,19.892642265910915,75.34774408229299,0.15243396896837616,0.05686013882735194,166.8078155517578,"{""type"":""Point"",""coordinates"":[75.34774408229299,19.892642265910915]}"
7836,713,45.585455180000054,20.026981045614164,75.3643526899396,0.1814910025706941,0.21387723980175372,1.5519500970840454,"{""type"":""Point"",""coordinates"":[75.3643526899396,20.026981045614164]}"
7837,815,43.08175553000001,19.987741209973723,75.41329465520262,0.1986970684039088,0.21259341707743679,2.0997235774993896,"{""type"":""Point"",""coordinates"":[75.41329465520262,19.987741209973723]}"
7838,554,44.29686164000003,19.743206075781483,75.3801107954825,0.008283602030818562,0.1525879917184265,1.3948789834976196,"{""type"":""Point"",""coordinates"":[75.3801107954825,19.743206075781483]}"
