LST,Latitude,Longitude,NDBI,NDVI
43.91917043000001,19.97083204545701,75.43869996952193,0.1272068809416025,0.1622859898721967
39.06045500000005,19.729092892092005,75.20954765744698,-0.2724226296077272,0.5707506995984913
40.23112685000001,19.78877450947134,75.22563882297275,0.0558774427968182,0.0993710691823899
44.88476108000003,19.960296904040725,75.54458207146344,0.121404109589041,0.196037296037296
48.50273525,19.867708923969182,75.4860615511967,0.1331513497118592,0.1652622995379179
36.19273622000003,20.016180629155237,75.2392995525845,-0.1283395503578989,0.4454345860777476
46.89626585000002,19.935851915029403,75.30169362810862,0.0577656143094516,0.1400189214758751
38.22133109000004,19.902189101348316,75.19243391340507,-0.1871175523349436,0.4607661822985469
39.99015644000002,19.929089164442512,75.15737614873473,0.034791650003999,0.1838336276240926
47.63455816999999,19.925992892647084,75.30843821969111,0.0585976965043443,0.2333553937789543
45.06591614000001,19.96864261370028,75.43129234556625,0.0774293059125964,0.297469269703543
44.96508455000003,19.970674848752115,75.31779021504595,0.0565384325830008,0.241652630536015
46.19728076000001,20.00187038927201,75.41944236124132,0.1481481481481481,0.1950489662676822
40.37297468000003,19.919570495129648,75.1917886532097,-0.1182102908277405,0.3080707631110645
41.400089690000016,19.838048801358436,75.16681575632568,0.0628358825961141,0.175220321410057
42.94332572000002,19.95518920519681,75.52606775635148,0.1011638316920322,0.224390243902439
43.98069479000003,19.85639420708703,75.45522627429375,-0.1195167838399841,0.4925412541254125
43.24582049000003,19.90786796875888,75.15504540704286,0.0006657789613848203,0.2798067358249254
43.91233439000001,20.02966868691992,75.23835031039033,0.0261898546941616,0.2971719981455725
41.323184240000046,19.810302885546204,75.22249474683575,0.0294350059265112,0.2490148722511758
44.86083494000002,20.01175237523506,75.33350340106693,0.1551979673936057,0.3017944535073409
47.12185517,19.945237078377687,75.49618032229779,0.0802325581395348,0.1547445255474452
45.35986586000001,19.8547104525858,75.37058599040792,0.0720633523977122,0.2099586966498393
45.105223369999976,19.84305865836888,75.40229388443959,0.0875038378876266,0.1913415285943346
44.41478332999998,19.943518770165063,75.55695671646025,0.0009494672433801034,0.2183198250353789
45.045408020000025,19.876227330101635,75.29556990678262,0.0823574954030775,0.26241512448409
44.471180660000016,19.78279145624906,75.52644642965187,0.0510717120931463,0.2182775607270256
44.52415997000003,19.880452169253832,75.5851204513323,0.1217244294167371,0.2207372595094727
47.90116373000001,19.97524286333113,75.28042911777506,0.145591598204455,0.1636866997346868
43.36716020000006,19.864008354205552,75.42068539747113,-0.135767707875055,0.4816345270890725
42.30073795999999,19.85686227618853,75.2353150856079,-0.0313216195569136,0.368375325803649
43.408176440000034,19.879335859987997,75.41432115825255,-0.3238955333170613,0.6785640602434495
46.903101890000016,19.905044349863523,75.24356680361228,0.1729703451628585,0.1569640914036996
40.92156689000001,19.76844206284152,75.30964394202795,-0.1010326839135526,0.3318737926593689
46.72878287000003,19.96499919022729,75.42568957698585,0.0856102003642987,0.1563489778289663
37.13781875000001,20.033933267496977,75.42010246922109,-0.0732956364024325,0.382437817782053
45.684577760000025,19.774485509391376,75.33895621959309,0.112251949846974,0.1251251251251251
43.87644518000002,20.026849673017885,75.45267910325381,0.1552173459814448,0.1739823265246994
44.33958689000002,19.758712315513307,75.28528387152467,0.0362950742399245,0.146662927650028
47.40896885000001,19.90505316213101,75.27309958004892,0.0789222243454997,0.1295992500585891
49.76569364,19.8705700323859,75.55831515327236,0.0601761252446183,0.1441334127456819
44.45238155000004,19.85049115386792,75.48878363931843,-0.0101978380583316,0.3545740462190619
41.442814940000005,19.804466930641773,75.54438275544432,-0.017813151411787,0.3212792127921279
45.58716419000001,19.87052697675233,75.16835718513931,0.0567598045357724,0.1646039603960396
47.18850656000001,19.80286669622693,75.45021727456613,0.0120931886893117,0.3154155813402794
43.51413506000006,19.8558260449813,75.19267203483852,0.0116995848534406,0.2940207544061933
42.71944541000005,19.93005962721242,75.14470594389766,0.0494806210208868,0.2038477861083604
44.95653950000002,19.82769672523803,75.41454984245013,0.0947465721768602,0.0970873786407767
43.987530830000026,20.01859006094881,75.31874629220707,0.0354860906320652,0.2266533316664583
38.74257914000003,19.825468755060477,75.2168281899486,0.0261789181692094,0.2503060656649972
47.352571520000026,20.007379283200265,75.52149208000564,0.0825204838080374,0.1546771421556592
43.87644518000002,19.78379724173477,75.29684977314326,-0.0738310090237899,0.4319704635580473
44.45067254000003,20.037222212743576,75.46392099110886,0.0665010510223581,0.2540110383776152
44.45579957000001,19.778774121090358,75.42763056757659,0.1167060534448282,0.2185579937304075
41.74872773000004,19.88586650794884,75.27994564527843,0.0700891075940949,0.1334089803857999
43.6235117,19.8692164948466,75.41575826435532,0.068247878153703,0.109972299168975
39.49796156000002,20.03337330363682,75.41826326061981,-0.091346656900701,0.4309233090958979
49.26666272,19.738977507942717,75.36855149340532,0.0325978647686832,0.0875340054408705
41.43768791000002,19.957660256866493,75.19729476607452,0.0202778496850461,0.2298526863084922
