Elevation,LST,LandCover,Latitude,Longitude,NDBI,NDVI,Population,LandCover_Name,LandCover_Bare_sparse_vegetation,LandCover_Built-up land,LandCover_Cropland,LandCover_Grassland,LandCover_Permanent_water_bodies,LandCover_Shrubland,LandCover_Tree cover
654,45.85035173000006,30,19.978093782451264,75.52885467369978,0.1484056987788331,0.1430848036425725,3.05570912361145,Grassland,0,0,0,1,0,0,0
561,46.37501780000002,30,19.879017605099563,75.23901782296416,0.0957516339869281,0.2110734215997373,10.51986598968506,Grassland,0,0,0,1,0,0,0
625,42.93648968000002,10,19.92710330204955,75.51459395803494,-0.0515442184041319,0.3095300603833027,4.155847072601318,Tree cover,0,0,0,0,0,0,1
673,49.16754014000003,40,19.98408300068288,75.50818736411436,0.1762968432711833,0.206108933639681,1.9799495935440063,Cropland,0,0,1,0,0,0,0
745,48.22074859999998,30,19.96000495925092,75.41447299149287,0.0903073286052009,0.2342827816268924,2.5658628940582275,Grassland,0,0,0,1,0,0,0
711,47.73880778,40,20.006056649015747,75.51516907740262,0.0442729970326409,0.1036184210526315,1.718611717224121,Cropland,0,0,1,0,0,0,0
584,42.216996470000026,50,19.901678065436595,75.31651800719924,-0.0139078265612217,0.1928136028232274,116.38841247558594,Built-up land,0,1,0,0,0,0,0
731,43.60129457000005,30,19.984096251949364,75.27214604740516,0.0740804696943533,0.3156667893509999,1.3610024452209473,Grassland,0,0,0,1,0,0,0
743,43.56027833000002,30,19.94863738497989,75.53143621041337,0.1170118605062843,0.1702052785923753,2.102123737335205,Grassland,0,0,0,1,0,0,0
515,46.41090701000002,40,19.74232444087709,75.31270418589085,0.0866740223121245,0.1500463105896881,2.287884473800659,Cropland,0,0,1,0,0,0,0
569,42.941616710000005,40,19.85519962412572,75.43446881159292,-0.2240446693421741,0.5583694324114185,15.21250343322754,Cropland,0,0,1,0,0,0,0
591,37.56507125000002,10,19.93338041792705,75.22159219889338,0.0029024335789238,0.4017576898932831,12.56107234954834,Tree cover,0,0,0,0,0,0,1
743,47.14749032000003,30,19.95788668333683,75.55953537234684,0.1849171141723091,0.2035855886916049,1.8262099027633667,Grassland,0,0,0,1,0,0,0
601,48.34550633000004,40,19.89759064983779,75.42494186293862,0.0612537313432835,0.2373308152344979,6.069308280944824,Cropland,0,0,1,0,0,0,0
714,38.63491151000005,40,20.038649804677924,75.43440916649187,-0.0469907642342433,0.353272989636626,2.24967360496521,Cropland,0,0,1,0,0,0,0
530,38.12562652999998,40,19.853554493406826,75.1841851077662,-0.1344055786750646,0.2819013726487036,2.796990156173706,Cropland,0,0,1,0,0,0,0
586,44.17039490000002,60,19.924841595305807,75.22828804184392,0.0603683793073058,0.119252571908461,5.454196453094482,Bare_sparse_vegetation,1,0,0,0,0,0,0
496,36.75500051000006,10,19.76764218525704,75.21953425274287,-0.2380365578147463,0.4645286686103013,4.20503044128418,Tree cover,0,0,0,0,0,0,1
551,37.48474778000002,10,19.825199135756936,75.48209801457931,-0.1138343705122068,0.3974774774774774,6.307219982147217,Tree cover,0,0,0,0,0,0,1
539,43.22702138,20,19.82271366819337,75.28188792079105,0.1217410517012814,0.2557257937134733,15.991061210632324,Shrubland,0,0,0,0,0,1,0
614,42.44600380999998,40,19.91077673189951,75.42981517759335,-0.0159615384615384,0.2849325063845312,4.181347846984863,Cropland,0,0,1,0,0,0,0
695,42.86471126000004,40,20.0122314770664,75.25151644247418,0.0798500468603561,0.2387080494574817,2.724516153335572,Cropland,0,0,1,0,0,0,0
557,46.71511079000004,60,19.86501115220429,75.22792705855403,0.0679844818030667,0.0835481099656357,14.843351364135742,Bare_sparse_vegetation,1,0,0,0,0,0,0
733,42.82369502000006,30,19.99144093688866,75.36654203355874,0.1036885245901639,0.136251461228731,1.722843885421753,Grassland,0,0,0,1,0,0,0
641,48.198531470000034,40,19.765498640049994,75.42795924364013,0.0709624122263527,0.1719466444351813,2.4159717559814453,Cropland,0,0,1,0,0,0,0
494,43.56369634999999,40,19.747277023490074,75.23579133049034,0.067107164980384,0.2310626702997275,1.7394189834594729,Cropland,0,0,1,0,0,0,0
662,41.80854308000005,40,19.9712322616626,75.38162081453495,0.0721835757521004,0.2457544881125667,5.363971710205078,Cropland,0,0,1,0,0,0,0
829,45.72388498999999,20,19.99882204085868,75.32527531736676,0.1028258887876025,0.2099827882960413,0.8927780389785767,Shrubland,0,0,0,0,0,1,0
710,43.59104051000003,40,20.01163914747204,75.20170098074271,-0.0404768259051685,0.3526078408696658,14.273962020874023,Cropland,0,0,1,0,0,0,0
541,42.310992020000015,40,19.819575472778524,75.52971821520919,-0.0765487174287742,0.3730764257080046,3.526812791824341,Cropland,0,0,1,0,0,0,0
799,46.89626585000002,40,20.00942641663433,75.32739256382045,0.1001985918035746,0.1414176113592122,1.3448166847229004,Cropland,0,0,1,0,0,0,0
701,37.73597225000003,40,19.998543953249683,75.27054144764378,-0.0054889205122992,0.2606091499936281,1.4064756631851196,Cropland,0,0,1,0,0,0,0
735,44.03709212000001,30,19.994293305653525,75.18502412724774,0.0790324160219371,0.1148784825133372,4.225832939147949,Grassland,0,0,0,1,0,0,0
539,40.33537646000002,40,19.81194450441817,75.53243132147182,-0.3109826589595376,0.5386702849389416,3.5134639739990234,Cropland,0,0,1,0,0,0,0
563,41.98628012000006,50,19.884936595752706,75.32522651546725,0.0212849052919351,0.1042079753249614,134.4149932861328,Built-up land,0,1,0,0,0,0,0
607,47.37991568000001,40,19.905525076508624,75.41806391668798,0.0349632305508966,0.2016064257028112,5.859879016876221,Cropland,0,0,1,0,0,0,0
755,46.52541068000005,30,19.977567962782658,75.27022956967087,0.1395747599451303,0.1531655750890497,1.5392032861709597,Grassland,0,0,0,1,0,0,0
570,41.2138076,40,19.92808035253986,75.19015238829361,-0.0761713135958608,0.2123043712898003,1.6496983766555786,Cropland,0,0,1,0,0,0,0
557,42.480184010000016,40,19.83604787491901,75.46556327032374,-0.2230522945570971,0.422638528382801,3.332104682922364,Cropland,0,0,1,0,0,0,0
593,41.12152106000002,50,19.899334234439003,75.35609031522341,0.0155718263380426,0.1658524670249145,122.9321060180664,Built-up land,0,1,0,0,0,0,0
604,40.69939559,40,19.91643726508058,75.53723292934008,-0.0995433789954337,0.3446504355595264,3.065202474594116,Cropland,0,0,1,0,0,0,0
922,44.11399757000004,40,19.96980858909776,75.44201271685107,0.1450354920690561,0.1426563598032326,1.4997837543487549,Cropland,0,0,1,0,0,0,0
596,39.67057156999999,40,19.908600608520008,75.3392858889186,-0.0288801571709233,0.2959663449641178,54.92801284790039,Cropland,0,0,1,0,0,0,0
737,43.92942449000003,80,20.0243854396936,75.48606446146195,0.0545454545454545,0.1151759808250283,1.7584335803985596,Permanent_water_bodies,0,0,0,0,1,0,0
554,41.42914286000001,40,19.832142982618542,75.50434081430951,-0.0598419269853217,0.3518963034085454,3.1287405490875244,Cropland,0,0,1,0,0,0,0
540,42.55708946000004,50,19.848314356254328,75.28963734661204,-0.0525367757430201,0.2038457136316813,15.912263870239258,Built-up land,0,1,0,0,0,0,0
665,47.21243270000002,30,19.9821023467366,75.526182652054,0.1478858571131014,0.1658592191507552,3.195022821426392,Grassland,0,0,0,1,0,0,0
772,42.34688123000001,30,19.99355541804523,75.42868709491331,0.1105011371657125,0.230552240425301,2.579453945159912,Grassland,0,0,0,1,0,0,0
682,43.79441270000001,20,19.930452398107995,75.5286238597719,0.1136099263280341,0.1954503856713295,2.4328627586364746,Shrubland,0,0,0,0,0,1,0
553,46.10499421999998,40,19.73279938528522,75.39817332874262,0.0941768511861969,0.1614432446668422,1.3729298114776611,Cropland,0,0,1,0,0,0,0
490,39.658608500000014,10,19.72407922199431,75.21809431798243,-0.072652717905583,0.1944737150216602,2.4257161617279053,Tree cover,0,0,0,0,0,0,1
545,35.49375113000002,40,19.87749673182281,75.25088609464332,-0.1505891913856156,0.3436461991079055,24.091421127319336,Cropland,0,0,1,0,0,0,0
635,43.69699913,20,19.993340508554724,75.16277060690808,0.03363745276933,0.3060156931124673,1.0324485301971436,Shrubland,0,0,0,0,0,1,0
