Latitude,Longitude,Zone_ID,Baseline_Predicted_LST_C,Greening_Predicted_LST_C,Cool_Surface_Predicted_LST_C,Greening_Cooling_C,Cool_Surface_Cooling_C,Best_Cooling_C,Recommended_Intervention,Population,Heat_Category
19.757796685740576,75.41046275552694,1_13,42.890778,42.983543,42.99667,-0.09276581,-0.10589218,-0.09276581,Urban greening,1.5671272277832031,Moderate
19.84022015183204,75.32464640504435,5_9,43.5532,43.681416,43.058746,-0.12821579,0.49445343,0.49445343,Cool/permeable surfaces,39.511009216308594,Moderate
19.91425580251167,75.32474685152292,9_9,46.752254,46.80782,46.335285,-0.05556488,0.4169693,0.4169693,Cool/permeable surfaces,32.66522979736328,Very High
19.81365688609172,75.19662048649056,4_2,44.68636,43.433723,44.34181,1.252636,0.3445511,1.252636,Urban greening,2.806450366973877,High
19.84947118510664,75.2340346711681,6_4,43.980026,44.2458,43.510475,-0.26577377,0.4695511,0.4695511,Cool/permeable surfaces,23.07452964782715,Moderate
19.978087740902104,75.41126066598777,12_13,38.907276,39.674667,39.731327,-0.7673912,-0.8240509,-0.7673912,Urban greening,2.1363184452056885,Low
19.766967055561324,75.19901336252708,2_2,38.654705,38.72535,38.890755,-0.07064438,-0.23604965,-0.07064438,Urban greening,1.5856072902679443,Low
19.932090345443125,75.29828620470826,10_7,44.74664,43.687088,44.603634,1.0595512,0.14300537,1.0595512,Urban greening,4.562259674072266,Very High
19.95992724944871,75.19999141353641,11_2,44.19034,43.022476,44.19034,1.1678619,0.0,1.1678619,Urban greening,1.6982275247573853,Very High
19.899850062215865,75.3550408503113,8_10,40.804237,41.319294,40.804237,-0.5150566,0.0,0.0,Cool/permeable surfaces,146.7158966064453,Low
19.79094695881692,75.29833600446177,3_7,44.860844,44.483868,44.61846,0.376976,0.24238205,0.376976,Urban greening,7.560095310211182,High
19.856557841493142,75.41076389665119,6_13,42.857994,42.552044,43.16371,0.30595016,-0.30571747,0.30595016,Urban greening,13.473268508911133,Moderate
19.77355967349558,75.37106119084521,2_11,46.250492,45.892124,46.262337,0.35836792,-0.011844635,0.35836792,Urban greening,1.4038695096969604,Very High
20.03880294102991,75.43358847942373,15_14,40.108566,41.24297,40.828323,-1.1344032,-0.7197571,-0.7197571,Cool/permeable surfaces,2.272655725479126,Low
19.969865742991995,75.35434914760307,12_10,40.78137,40.888783,40.769085,-0.107414246,0.012283325,0.012283325,Cool/permeable surfaces,9.489224433898926,Moderate
19.814846984467504,75.40253942361048,4_13,42.63323,42.499493,42.4451,0.13373566,0.18812943,0.18812943,Cool/permeable surfaces,2.814957618713379,Moderate
19.750053871344548,75.36644337753988,1_11,41.755283,41.47014,41.55216,0.2851448,0.203125,0.2851448,Urban greening,1.67144775390625,High
20.00424015744429,75.44501310344083,14_15,45.129963,44.471573,44.836735,0.65839005,0.29322815,0.65839005,Urban greening,2.0897698402404785,High
19.987123474813902,75.37628503882463,13_11,43.228706,42.908737,42.90563,0.31996918,0.32307816,0.32307816,Cool/permeable surfaces,1.9832044839859009,Low
19.883533737373245,75.44891667206329,8_15,41.689976,41.353497,41.80226,0.3364792,-0.112285614,0.3364792,Urban greening,5.71940803527832,High
19.924546227337764,75.47091145392912,10_16,45.355087,44.325623,44.765305,1.0294647,0.5897827,1.0294647,Urban greening,2.292555570602417,Very High
19.80590718026131,75.30034169324583,4_7,42.26755,42.038662,42.34117,0.22888947,-0.07361984,0.22888947,Urban greening,5.546809673309326,Low
19.98584012793404,75.50923597999588,13_18,48.174168,47.609264,47.773895,0.56490326,0.40027237,0.56490326,Urban greening,1.943054437637329,Very High
19.94541726483963,75.54002993820399,11_19,46.15612,45.41912,45.314045,0.7369995,0.84207535,0.84207535,Cool/permeable surfaces,3.174691915512085,Very High
19.91222242128751,75.37663933423354,9_11,39.453777,40.53545,40.92424,-1.0816727,-1.4704628,-1.0816727,Urban greening,13.649822235107422,Low
20.02060390870967,75.4339395254014,14_14,44.807083,45.356846,44.924877,-0.5497627,-0.11779404,-0.11779404,Cool/permeable surfaces,2.737504482269287,High
19.81687137624321,75.48605259271535,4_17,40.39855,40.733864,40.839355,-0.3353157,-0.44080734,-0.3353157,Urban greening,3.4964587688446045,Low
19.795372180312665,75.18323707208978,3_2,38.30662,39.47236,39.075756,-1.1657372,-0.7691345,-0.7691345,Cool/permeable surfaces,1.491283893585205,Low
20.03170991445316,75.21491301316192,15_3,45.586323,45.169903,45.40548,0.41641998,0.18084335,0.41641998,Urban greening,1.80049467086792,Very High
19.758832493521325,75.38214984494007,1_12,40.590805,40.759674,40.878292,-0.16886902,-0.28748703,-0.16886902,Urban greening,1.497930645942688,Low
19.85252774965603,75.35494117397997,6_10,41.323524,41.354088,41.138847,-0.030563354,0.18467712,0.18467712,Cool/permeable surfaces,183.45738220214844,Moderate
19.93110142017037,75.57276291740334,10_21,46.599663,45.86698,46.419575,0.7326813,0.18008804,0.7326813,Urban greening,2.1077077388763428,Very High
19.789730838815583,75.41343128469784,3_13,47.058327,45.8439,46.757793,1.214428,0.3005333,1.214428,Urban greening,2.534979820251465,Very High
19.80252055803832,75.57979608090743,3_21,43.94472,43.887913,43.685204,0.05680847,0.25951767,0.25951767,Cool/permeable surfaces,2.3099613189697266,Very High
19.90127482623139,75.31591528608452,8_8,42.33217,42.62513,42.33217,-0.29296112,0.0,0.0,Cool/permeable surfaces,104.57415008544922,Low
20.03663768643992,75.45217112030244,15_15,45.015865,44.878704,45.06065,0.13716125,-0.044784546,0.13716125,Urban greening,2.167003870010376,Moderate
20.012822169512564,75.4319671476226,14_14,44.908066,44.18132,45.132187,0.7267456,-0.2241211,0.7267456,Urban greening,3.0045628547668457,Moderate
19.86089426736077,75.5032043382745,6_18,42.08343,41.649857,42.291073,0.43357468,-0.2076416,0.43357468,Urban greening,11.838322639465332,High
19.92616830418578,75.3623523620176,10_11,41.78648,42.940277,42.21729,-1.1537971,-0.43080902,-0.43080902,Cool/permeable surfaces,18.14105224609375,Low
19.976694787143725,75.35253267622353,12_10,43.44233,43.804764,43.606632,-0.3624344,-0.16430283,-0.16430283,Cool/permeable surfaces,4.6612868309021,Moderate
19.795581937502988,75.30767121806831,3_8,46.33676,46.047443,46.13434,0.28931808,0.2024231,0.28931808,Urban greening,3.595795154571533,Very High
19.79942168600708,75.5182929724002,3_18,38.790886,39.491848,39.480026,-0.70096207,-0.6891403,-0.6891403,Cool/permeable surfaces,3.853237628936768,Low
20.009263947179523,75.31774523931217,14_8,42.13238,41.734985,41.819576,0.3973961,0.31280518,0.3973961,Urban greening,1.2348905801773071,Moderate
20.023531418305108,75.46781630760348,15_16,45.933475,45.181572,45.91122,0.75190353,0.022254944,0.75190353,Urban greening,1.994416356086731,Very High
20.026615580255733,75.41536592181359,15_13,45.633175,45.241325,45.38474,0.39184952,0.24843597,0.39184952,Urban greening,2.114776372909546,High
19.84320165895512,75.36451109159529,5_11,44.773518,44.772884,44.670612,0.00063323975,0.10290527,0.10290527,Cool/permeable surfaces,27.637514114379883,High
20.01730742534512,75.44938754771621,14_15,47.144634,45.91691,46.84068,1.227726,0.30395508,1.227726,Urban greening,3.187143564224243,Very High
19.92387970831709,75.55296066953167,10_20,46.30046,46.363968,46.09239,-0.06350708,0.20807266,0.20807266,Cool/permeable surfaces,2.979777574539185,High
20.009030755491544,75.31486802798217,14_8,46.130596,44.89511,46.85808,1.2354851,-0.72748566,1.2354851,Urban greening,1.1159849166870115,Very High
19.937101933555063,75.4707127657565,10_16,47.071655,46.550114,46.90857,0.5215416,0.16308594,0.5215416,Urban greening,2.4726624488830566,Very High
19.98442398580848,75.45084469224314,13_15,46.093,45.59198,46.567253,0.5010185,-0.4742546,0.5010185,Urban greening,2.4661810398101807,Very High
19.834196788430663,75.26936893170355,5_6,41.735535,42.059322,41.6048,-0.3237877,0.13073349,0.13073349,Cool/permeable surfaces,9.804129600524902,Moderate
19.953344880496125,75.26539932693211,11_6,42.292755,41.888523,42.309673,0.40423203,-0.016918182,0.40423203,Urban greening,3.03149938583374,High
19.9274523752206,75.5503457002955,10_20,45.843525,46.047527,45.88872,-0.20400238,-0.045196533,-0.045196533,Cool/permeable surfaces,2.738452672958374,Moderate
19.784908841827257,75.52546336265,3_19,43.69722,43.01455,43.740494,0.6826706,-0.043273926,0.6826706,Urban greening,3.419727087020874,High
19.737255464928563,75.39878400970765,0_12,44.40658,43.67672,44.341812,0.7298622,0.064769745,0.7298622,Urban greening,1.3774020671844482,High
20.007548162701845,75.47063144768902,14_16,44.352707,42.785526,43.356804,1.5671806,0.995903,1.5671806,Urban greening,1.714444875717163,High
19.764338347264104,75.32084620810305,2_8,42.204815,42.785957,42.35867,-0.5811424,-0.15385437,-0.15385437,Cool/permeable surfaces,1.742310643196106,Moderate
19.875257289572705,75.22001466652412,7_3,43.451347,43.051403,43.39981,0.3999443,0.05153656,0.3999443,Urban greening,6.5692973136901855,Moderate
19.73907638607461,75.28722639463827,0_7,41.988552,40.279167,41.419487,1.7093849,0.5690651,1.7093849,Urban greening,9.991056442260742,Moderate
19.839263528219885,75.43057373203871,5_14,44.74029,44.551537,44.389973,0.18875504,0.3503189,0.3503189,Cool/permeable surfaces,6.692367076873779,Very High
19.995221164914053,75.53152983473886,13_19,46.241302,45.2806,45.532322,0.960701,0.70898056,0.960701,Urban greening,2.426417350769043,Very High
19.89300983360107,75.4762066709232,8_16,44.85478,44.112724,44.442764,0.742054,0.412014,0.742054,Urban greening,8.567520141601562,High
19.959352594596456,75.22577536837198,11_4,41.284714,40.601555,40.638355,0.6831589,0.6463585,0.6831589,Urban greening,4.008018970489502,Moderate
19.77110793430492,75.36099187419077,2_10,46.182594,45.929478,46.444542,0.2531166,-0.26194763,0.2531166,Urban greening,1.2721350193023682,Very High
19.82921724240168,75.30040580929892,5_7,43.48637,43.21112,44.0339,0.27524948,-0.5475311,0.27524948,Urban greening,11.910934448242188,Moderate
19.83863307558088,75.18428556984652,5_2,39.196445,39.835957,39.505135,-0.6395111,-0.30868912,-0.30868912,Cool/permeable surfaces,2.948930501937866,Low
19.790125159294725,75.23758141772053,3_4,40.150906,40.238003,40.620556,-0.08709717,-0.46965027,-0.08709717,Urban greening,4.766468524932861,Low
