Zone_ID,Mean_LST,Mean_Predicted_LST,Max_LST,Mean_NDVI,Mean_NDBI,Mean_Population,Point_Count,Very_High_Hotspot_Count,Zone_Latitude,Zone_Longitude,Hotspot_Percentage,Hotspot_Priority
13_18,46.4295393873171,45.634354,49.16754014000003,0.18949065160473047,0.08533765801484976,1.9902977420062553,41,26,19.99125624834557,75.51171552520215,63.41,Standard
8_15,46.405890238709695,44.94547,48.74028764000002,0.24283407603642118,0.029493524817543807,6.29888125388853,31,21,19.892208041683585,75.45370247101904,67.74,Standard
13_17,46.29685907600002,45.001347,48.96929498000003,0.20249361339643063,0.07250446716604696,2.383109724521637,30,16,19.99262225394723,75.49129295654168,53.33,Standard
7_4,46.264152667419374,45.549786,49.82038196000002,0.15522461293178194,0.06896832473728773,10.660989992080196,31,20,19.87406411543733,75.23174792734291,64.52,Standard
7_20,46.185210876875026,45.681713,49.76569364,0.18046919834653655,0.07782332810433767,7.3821322321891785,32,19,19.873921462711746,75.55363094324714,59.38,Standard
2_11,46.16742335000002,45.697147,51.31576571000005,0.2026837237198615,0.10107711596211921,1.5154644846916199,34,20,19.772851980341336,75.37182948048101,58.82,Standard
9_15,46.15512518000002,44.959736,48.967585970000016,0.22552992398318508,0.03628206139131234,2.8973338762919107,30,15,19.913242484029237,75.45099642272153,50.0,Standard
14_18,46.13569066884617,45.270367,48.85650032000001,0.18969220584594637,0.08010363071065686,1.6513405029590313,26,15,20.011222950484918,75.50951124457451,57.69,Standard
2_13,46.0302372397143,45.710297,48.78813992000005,0.20618589568874462,0.09063485371606933,2.463220739364624,35,21,19.773932067053295,75.41309495612968,60.0,Standard
9_4,46.027928550312524,45.606346,50.30061377000004,0.20173761822313954,0.0677439304369575,8.176185369491577,32,19,19.913219971858926,75.23243672597165,59.38,Standard
10_16,45.94998239405407,45.534576,49.28375282000002,0.1913560391891296,0.10836637443955194,2.4370082391274943,37,21,19.931811100570112,75.47224727192227,56.76,Standard
11_17,45.945963911081094,45.84207,48.86162735000005,0.18992810235384983,0.10089908688300386,2.3909669985642306,37,20,19.952896191758743,75.49278888271274,54.05,Standard
12_21,45.941849496153864,45.428032,48.518116340000006,0.21823758971656046,0.07976629703655756,2.636006080187284,13,6,19.96867077172165,75.57141894044184,46.15,Standard
14_11,45.93063137923079,45.776855,48.87359042000003,0.18469741751531082,0.13848953529929017,1.6000850720283313,39,23,20.012259339288697,75.37323503431625,58.97,Standard
5_12,45.929566652972994,45.67334,49.99811900000003,0.2046832873270401,0.06799384333851055,6.85819402900902,37,19,19.834085269359473,75.39151805128455,51.35,Standard
10_7,45.91970905250002,45.22653,51.43539641000001,0.18514841054473197,0.06760979578463217,4.358931293090184,24,14,19.93428223611224,75.2936218908962,58.33,Standard
14_19,45.908116268000015,45.12289,48.62065694,0.22327283823815214,0.05458515615516052,2.135406970977783,5,2,20.005612468299045,75.52680373319416,40.0,Standard
12_2,45.89403084604652,45.567787,51.45590453,0.17800348793829793,0.08004712449314799,1.7939084546510564,43,22,19.972875719378482,75.19177152541027,51.16,Standard
1_10,45.79860670500002,45.314766,50.14680286999999,0.18623225009078015,0.06449445803513293,1.5400654839144812,36,22,19.755525624262525,75.35442439098848,61.11,Standard
9_7,45.78597902000002,44.981224,49.30255193000005,0.24401863563321496,0.08901767280165117,14.63548704429909,27,15,19.914049771238883,75.29097881537052,55.56,Standard
13_15,45.746155526562525,45.666695,49.11285182000006,0.1927183247992274,0.1240353687202535,2.360299777239561,32,16,19.994909448374752,75.45073514707558,50.0,Standard
1_15,45.72053533040002,45.287125,51.71909206999999,0.21564113980254945,0.0615714715552889,2.6683226203918458,25,11,19.753172388563073,75.45349039293534,44.0,Standard
3_8,45.70241281307694,45.05653,49.196593310000026,0.194928059284449,0.07054499677334575,5.616745202969282,39,21,19.794091535563116,75.31117202768989,53.85,Standard
12_18,45.67612765500002,45.264317,48.74199665000003,0.20173489669409633,0.08201018524604917,2.1910744773017035,36,17,19.973861435337138,75.51144053449565,47.22,Standard
15_16,45.61621736000002,45.471012,47.757606890000034,0.20132707259256805,0.09959805134505029,1.625085404941014,42,20,20.034240808729162,75.47206510863194,47.62,Standard
7_18,45.60949918275865,44.917435,48.90435260000004,0.19753532318564043,0.05184937205622335,17.230384300495015,29,12,19.872797031930027,75.5132883695872,41.38,Standard
3_11,45.58630968500002,44.97486,49.097470730000055,0.21470929578442563,0.05822479589918071,3.077833647911365,26,13,19.793547168179547,75.37121145841375,50.0,Standard
13_19,45.58392296413795,44.819164,49.36578530000003,0.22816721725569908,0.061054796675396115,2.7825960126416436,29,15,19.992482152981992,75.53067690254696,51.72,Standard
6_18,45.571783100000026,44.498173,48.495899210000005,0.25545885367019433,0.03086855839978914,6.103304735819498,30,14,19.8530771547659,75.5133548690725,46.67,Standard
2_14,45.566435552580664,45.349606,49.44269075,0.22628326598040058,0.06912068821349635,2.5952820854802288,31,17,19.771542536565054,75.43306397284604,54.84,Standard
5_19,45.5385266891892,44.318382,50.237380400000006,0.23398758563730088,0.023296904268298835,3.649853687028627,37,19,19.8316339560757,75.53299735530805,51.35,Standard
7_14,45.53097527585368,44.94466,48.444628910000006,0.212017468788398,0.0378739563726179,11.008388275053443,41,17,19.873288758903506,75.43246983537587,41.46,Standard
9_8,45.53024672652175,45.210743,49.753730570000016,0.2187692615692368,0.07481764641235444,25.09915828704834,23,14,19.91113987463816,75.30991624203519,60.87,Standard
12_8,45.50243872454547,45.059418,48.76592278999999,0.2076242750762576,0.09024305198987184,2.592821894270001,33,15,19.97390728030358,75.31225907667108,45.45,Standard
1_14,45.474284079500016,45.37996,48.890680520000046,0.19894539917933013,0.05574766966139705,2.7894081473350525,40,21,19.75354045389943,75.43393095189396,52.5,Standard
6_16,45.44685446900002,44.526424,48.16606028000001,0.22793161375510912,0.040049152255485894,6.396655583381653,20,8,19.85310348262902,75.47227480335594,40.0,Standard
10_5,45.445601195000016,45.32336,49.08721667000003,0.20970778040437424,0.05988395764789545,3.887746791044871,24,10,19.932370042718517,75.25185966239006,41.67,Standard
5_11,45.445419936363656,44.47378,49.61017373000004,0.1868962584670597,0.05050953942061753,10.21958708040642,33,13,19.834327550099683,75.37246489927912,39.39,Standard
15_11,45.43004920400002,45.37533,48.83941021999999,0.1914166922363359,0.12625049911329275,1.7152391380733913,45,21,20.032195972620663,75.37340788448135,46.67,Standard
12_9,45.41968121000002,45.053867,49.30596995000002,0.21469987814912894,0.07732016490210743,3.1859380389962877,28,14,19.9730899805706,75.33163929738771,50.0,Standard
9_22,45.41911154000003,45.05528,47.00735150000003,0.2217675158489771,0.0294568118852271,2.5661231411827936,9,4,19.91319065976037,75.58340498582771,44.44,Standard
9_16,45.41255051310347,44.911903,48.65825516000001,0.215457123788588,0.08972446166477176,3.1596589499506456,29,12,19.913438850415897,75.47088493341707,41.38,Standard
12_16,45.39431950160001,45.397667,48.967585970000016,0.19072510123640715,0.12491366384779205,2.184396462440491,25,8,19.973546351791164,75.47315388349811,32.0,Standard
2_10,45.391268918750015,45.177773,48.84966428000001,0.19020977183670112,0.07530483026482604,1.5101846516132356,40,16,19.774979777517377,75.3527075839427,40.0,Standard
15_3,45.386658726451635,45.139965,48.83770120999998,0.20295160550007352,0.07405216684599346,1.5571961441347677,31,13,20.033312305542147,75.21077175913786,41.94,Standard
10_22,45.366274647500006,46.160492,46.40236196000001,0.19597779474231392,0.1339085166353759,2.4228582084178925,4,2,19.9371267155373,75.5832616355265,50.0,Standard
12_6,45.35048821538464,45.080105,49.06841756000006,0.21478808694524437,0.06346272261646167,2.040221229577676,39,20,19.973112739901755,75.27037946293927,51.28,Standard
12_17,45.339476973255834,44.87259,48.81206606000001,0.21423510413817254,0.05891882461953881,2.874986629153407,43,20,19.974340418624656,75.49243835456146,46.51,Standard
11_15,45.30346853000002,45.13926,48.13358908999999,0.1830408394986585,0.09862945857084386,2.5948816003470587,29,11,19.954460607658394,75.45313494671908,37.93,Standard
14_15,45.26225123000001,45.539696,48.45488297000003,0.20180580457192981,0.0897503110192683,2.743186245946323,34,15,20.014435078881142,75.45300220732304,44.12,Standard
9_5,45.25496519857145,45.24091,50.362138130000005,0.24313838767128668,0.027690627720228116,6.564122483843849,42,15,19.913426501392596,75.25035324074022,35.71,Standard
9_9,45.23528492413796,44.584274,49.7075873,0.17905788267951034,0.03158601398638249,45.9702710118787,29,12,19.915514898578735,75.33267070045,41.38,Standard
13_20,45.23297186750002,45.043133,47.76273392000002,0.25076446626082877,0.025768764668842047,2.460432529449463,12,4,19.987680607889704,75.54673143594026,33.33,Standard
14_9,45.217700074651184,45.20438,49.08721667000003,0.2288116178119516,0.1365866571486959,1.3866260231927383,43,18,20.01469580810617,75.3318528658277,41.86,Standard
8_18,45.20234228310346,44.987926,48.49760822000002,0.19548147162866586,0.10613864122390308,12.959497961504706,29,8,19.893686659494232,75.51248960083615,27.59,Standard
13_5,45.198495877307714,44.76911,49.367494309999984,0.20186183928306625,0.07453178016262543,1.433403038061582,26,10,19.99298071449454,75.25115569016471,38.46,Standard
8_21,45.18847657142859,45.281246,49.734931459999984,0.23236394907736785,0.05960910275126363,3.342724895477295,35,13,19.891900872602065,75.57153132965038,37.14,Standard
13_9,45.17945137100002,44.616367,50.902185290000034,0.26576841744034135,0.11015968500224635,1.135170970360438,30,12,19.993965580178997,75.3323861193821,40.0,Standard
11_20,45.16876348538464,45.166656,49.49225204000004,0.21489747292385813,0.08203920191849631,2.6276210943857827,39,15,19.953904003929825,75.55060788530861,38.46,Standard
4_12,45.165608390000024,44.991386,49.417055600000026,0.20896930315984202,0.07881116326726853,3.5682885823426425,27,10,19.81254504041273,75.39188604013701,37.04,Standard
12_15,45.16391902379311,44.912216,48.79497595999999,0.19836870993676997,0.12849526775580936,1.8874826225741157,29,9,19.972826708036454,75.45116193635589,31.03,Standard
14_16,45.14483578035716,44.937267,47.44998509000004,0.19611576633940445,0.06057565265518154,1.8693151559148515,28,9,20.012312749775507,75.47312546006818,32.14,Standard
11_9,45.14202812107145,44.423786,49.51617818,0.18628409126847378,0.05007501927794454,5.790715549673353,28,15,19.95453880283612,75.33294578401225,53.57,Standard
14_10,45.12611127000002,44.87959,49.948557710000046,0.19554711694587368,0.11291321333143539,1.8379601041475933,27,12,20.012808633437604,75.35147207205046,44.44,Standard
3_10,45.12231347000003,44.83956,48.19169542999998,0.1790141030399314,0.06906118663000686,3.067150592803955,23,9,19.79292496222224,75.3534630281257,39.13,Standard
4_13,45.10044819500002,45.00447,48.44633792000002,0.22000114531169193,0.0540717647311336,2.7862648823682,34,12,19.811531392175798,75.41144114148724,35.29,Standard
8_7,45.095692352692325,44.36111,50.10407762,0.18166164945450192,0.08141474958178227,65.02126635037936,26,11,19.89245356849441,75.29114999322111,42.31,Standard
11_18,45.069585485000005,45.668095,47.79691412,0.19614694878071706,0.11860131870937893,2.1154558693661407,34,12,19.954030752516204,75.51274687237769,35.29,Standard
6_15,45.06332315931036,44.42766,47.615759060000016,0.2552878266462892,0.01679159503541882,6.208837180302061,29,16,19.8544418073812,75.45245991851735,55.17,Standard
10_19,45.04835606225002,44.86131,49.25299064000001,0.22732910227359468,0.06509650098100064,2.563261902332306,40,18,19.933777721926948,75.53067617528387,45.0,Standard
8_16,45.01970957333336,44.04826,49.05303647000005,0.24668864750306557,0.017883491048727468,6.7354541884528265,27,7,19.894162644688958,75.47280136715182,25.93,Standard
3_12,45.01421858750002,44.580833,48.27372791000005,0.22306912449186214,0.054854612394525874,2.86089911205428,28,9,19.793605243023528,75.39238896077656,32.14,Standard
9_14,45.012229653448294,44.298542,47.75418887000001,0.20707049596500973,0.03146470210110198,4.097921437230603,29,8,19.91254537883901,75.43178442691233,27.59,Standard
13_16,45.00377653640002,44.69017,48.24296573000004,0.24011651937419434,0.07024738390740995,2.0284620714187622,25,9,19.99274615708785,75.47065130391226,36.0,Standard
6_12,44.97539039818184,44.641212,48.39677662999998,0.18193896414435118,0.056086677032016426,17.035857995351154,33,15,19.852123138302737,75.39140382971671,45.45,Standard
14_17,44.97249026000001,44.6351,47.55936172999998,0.216385612432478,0.051444640372352274,1.932432942920261,27,9,20.0128157890354,75.49375104551216,33.33,Standard
11_4,44.971236986000015,44.72357,50.21174525000004,0.2257995388562016,0.06746872672792639,3.5135351181030274,30,13,19.955211989264757,75.23177889687284,43.33,Standard
7_17,44.969817193076935,44.352924,48.50273525,0.21370527793618288,0.042029258491423215,47.785021378443794,26,8,19.875953115341375,75.49245769630187,30.77,Standard
1_16,44.96638665285717,44.8309,48.84282824000002,0.23326086494215587,0.05312561549974791,3.3134329546065557,21,6,19.756891499265745,75.47187261380002,28.57,Standard
3_9,44.962869166666685,45.101875,48.27543692,0.20933603743760718,0.06718300260790547,3.277036437281856,27,8,19.794507461790616,75.33122851876882,29.63,Standard
11_22,44.91979578500002,44.44612,45.77173727000002,0.24450432598352395,0.03880550674837195,3.648054599761963,2,0,19.952944489761173,75.58355318693494,0.0,Standard
13_8,44.91075874727275,44.78688,51.95664446000001,0.22997881631026418,0.1441008050802151,0.9735195690935309,33,11,19.993444086501793,75.31152213362182,33.33,Standard
11_6,44.88769844093751,44.26936,48.98467606999998,0.21290053725144478,0.03442877331390026,3.350188799202442,32,11,19.954498712955072,75.27133907538847,34.38,Standard
1_12,44.869914055625024,44.248043,49.34527718000004,0.23583960456161063,0.03469774455554599,1.4247367605566978,32,11,19.752621611344825,75.39380289738146,34.38,Standard
12_4,44.834250340000025,44.6773,49.10943380000003,0.1859992366504325,0.06219443214743314,1.9842353330718145,36,15,19.973626903907387,75.23244151116423,41.67,Standard
13_7,44.81917782125002,44.58492,47.88920066000003,0.23911541906663775,0.10830442224987326,1.1111097317188978,32,11,19.992572519895976,75.2906902554495,34.38,Standard
13_11,44.81490093653063,44.950848,50.21687228000002,0.2051205647584086,0.12804961396231831,1.6920170881310288,49,19,19.993305583257897,75.37084271773185,38.78,Standard
11_16,44.806096355000015,44.99113,48.113080970000055,0.21679108840065756,0.0802130476646371,3.2366928633521583,34,10,19.953464265602697,75.47204418720348,29.41,Standard
12_20,44.80546301600002,44.49056,49.94684870000003,0.24866663404996947,0.05428003902615299,2.368764525651932,20,6,19.970779170006836,75.55267437002269,30.0,Standard
6_17,44.79666437096776,44.573673,48.029339479999976,0.21712184625150374,0.0411630753686486,7.06647583746141,31,10,19.854332552011005,75.49357590314023,32.26,Standard
1_11,44.79597204883723,44.102066,49.65289898000003,0.2265746222940292,0.02295455100754036,1.581517491229745,43,17,19.753348395425764,75.37140875744036,39.53,Standard
15_17,44.78386112960002,44.936832,47.59695995000004,0.21165913802220707,0.10289053150390938,1.5471773481369018,25,9,20.029017315241017,75.48806194953156,36.0,Standard
3_20,44.76985529000001,43.32137,48.41728475000002,0.2713428937127852,-0.008691173528213091,3.675650056670694,34,10,19.796396154204697,75.5503689020251,29.41,Standard
1_13,44.76280422750003,44.426037,49.54523135,0.21933214933066206,0.026826338587482058,1.9637638595369127,36,17,19.75480736304784,75.41221732625534,47.22,Standard
5_10,44.74675852250002,44.457714,47.97636017000002,0.174516144085604,0.05817058723040091,32.90099889039993,24,8,19.833845538149287,75.35220510308076,33.33,Standard
0_13,44.72208469062502,44.707363,48.68389031000004,0.230592460549257,0.04612552121098031,1.6301338598132133,16,6,19.736635923524453,75.41061894172279,37.5,Standard
4_11,44.71082184000002,44.312424,48.81890210000006,0.23235191224176072,0.08299323987670665,3.627086639404297,36,14,19.81437230646728,75.37165219535164,38.89,Standard
8_17,44.70867964343753,44.16407,47.61746807000003,0.24515687437381348,0.057032445788617096,27.304584950208664,32,5,19.892046575436638,75.4920703168378,15.62,Standard
7_19,44.707558105625026,44.753876,47.56961579000006,0.198421183978247,0.050858889959200355,10.526143342256546,32,9,19.874338880154497,75.53189949771588,28.12,Standard
8_19,44.684478254230775,45.063946,48.07206473000002,0.20465497673308003,0.08533521597517163,3.67061172081874,26,8,19.89368922189726,75.53308823852184,30.77,Standard
0_6,44.67694546400002,43.506454,48.58647674000002,0.21887281375897835,0.0238576421935565,2.641624979178111,30,12,19.733411604880125,75.27299666350606,40.0,Standard
11_19,44.676702894838726,45.257946,48.36943246999999,0.20627129797773433,0.11921350731293463,2.3591612538983746,31,10,19.95288480354062,75.53173813225568,32.26,Standard
12_19,44.66470895240001,44.890717,47.68241045000002,0.23360249279705003,0.08371989121579274,3.0442333316802976,25,9,19.97450596960837,75.5334198039206,36.0,Standard
1_17,44.64122715500001,44.07226,48.27714593000002,0.2689593683768172,0.01591567771243537,5.25540406703949,10,4,19.761084958624703,75.48900442967786,40.0,Standard
0_11,44.627469624500016,44.135513,49.42730965999999,0.22724473319476793,0.025634757427386225,1.508597081899643,20,8,19.736980850623457,75.37227722242724,40.0,Standard
3_7,44.62077244156252,44.253773,48.67192724000006,0.2074916063693518,0.05223288259733227,8.420843347907066,32,11,19.79305405048881,75.29262699513586,34.38,Standard
12_11,44.59661299921055,44.421776,49.05132746000004,0.19009450829191774,0.052173163597619365,10.290577436748304,38,13,19.97246073873121,75.37394790051225,34.21,Standard
3_15,44.563093354062524,44.916695,48.77275883000004,0.21927164501418733,0.08063858536062136,3.359510786831379,32,14,19.79463682187229,75.45101856453155,43.75,Standard
7_22,44.55834017000003,45.137188,46.15626452000004,0.23049838798146202,0.06705008891243706,4.7629702885945635,3,1,19.872373215408675,75.58422706524311,33.33,Standard
8_4,44.51166283437502,45.00023,51.05428718000002,0.20414688743971182,0.056613352886756646,4.766108140349388,32,13,19.893970428805993,75.23222136083533,40.62,Standard
10_14,44.50557448625002,44.663387,48.08402780000006,0.2312081976671767,0.057784300016364525,3.2508074790239334,32,10,19.932934439573806,75.4334301412033,31.25,Standard
4_19,44.50509101631581,42.829987,49.27862578999998,0.2969931743479095,-0.03285767167105782,3.391247397974918,38,11,19.814305922633324,75.53312183646223,28.95,Standard
10_17,44.49681581000003,44.99698,48.36088742000004,0.20009186427330597,0.07772590765985565,2.741911344230175,32,8,19.933965616125707,75.49359831233242,25.0,Standard
10_15,44.490487854054074,44.459557,49.58966561,0.23401198233799161,0.0752469047317093,2.343451164864205,37,12,19.934144301160256,75.45123435684714,32.43,Standard
5_18,44.467957955428595,43.917946,48.17118731000005,0.2790269866942047,0.011024933409769896,3.4062409332820347,35,14,19.833273587553936,75.51345403227936,40.0,Standard
8_0,44.43764133875002,44.245342,46.98855239,0.20960889711483982,0.033983278879339406,1.4817642152309418,40,9,19.892844629226786,75.15233777344142,22.5,Standard
4_14,44.42806950451615,44.32983,47.960979080000016,0.23380370481768692,0.04208547967560929,3.675643282551919,31,8,19.81458614734841,75.43300317287638,25.81,Standard
14_14,44.41082819257145,44.896236,47.868692539999984,0.20033477983682024,0.08729534484699211,2.6101212092808317,35,7,20.014452273454985,75.43151091899583,20.0,Standard
5_8,44.40211308344829,45.130898,48.98125805000001,0.17219711902016077,0.09409173726084197,12.728279919459903,29,7,19.833713453061755,75.31314874397256,24.14,Standard
7_5,44.365993850967754,43.849583,49.09063469,0.2234624291207456,0.027020716052801697,16.80487132841541,31,11,19.87423052341301,75.25173498368619,35.48,Standard
8_6,44.358347158863666,44.084393,48.97954904000005,0.21294708900306428,0.04252710015190584,20.55913543701172,44,10,19.893013974432105,75.27268335600576,22.73,Standard
7_21,44.355099442307704,44.490036,47.51492747000003,0.2425972528692524,0.038001074298320434,3.935262606694148,26,7,19.873289652088165,75.57399945591702,26.92,Standard
12_12,44.33774115920002,44.219128,47.624304110000026,0.21771474266090962,0.06662545549224648,3.547082862854004,25,7,19.973190384701166,75.39069689630249,28.0,Standard
4_9,44.28569610800002,44.2796,48.77446784000006,0.23062674575305384,0.055880263491277164,5.561175274848938,30,13,19.812724134900332,75.33122119096312,43.33,Standard
13_10,44.199010881395374,44.468624,48.54375148999998,0.20793675484863688,0.10703511398012822,1.6202996664269025,43,17,19.993992340684045,75.35175762062721,39.53,Standard
9_17,44.19187145900002,44.69235,48.58647674000002,0.1851271386014022,0.09061972714493888,7.187315718332926,30,7,19.912276523934043,75.49280300604273,23.33,Standard
4_15,44.19095328500001,44.069424,48.17973236,0.26576958521047045,0.013736159370266489,4.102453049491434,34,5,19.812936334944816,75.4529938664524,14.71,Standard
0_14,44.18898038375002,44.982143,48.851373290000026,0.22493905531249317,0.05271702394391883,2.3674140572547913,16,3,19.73933531562108,75.4300958746263,18.75,Standard
0_12,44.18046906421054,44.21094,49.321351040000025,0.24742404251077493,0.013334424635581335,1.4285004578138654,19,6,19.735940935826637,75.39103416255575,31.58,Standard
1_8,44.17122351090911,42.633484,48.30790811000003,0.20774312810964551,0.014295654033987677,4.218282760995807,33,8,19.75278213285045,75.31267746331412,24.24,Standard
12_1,44.15383064923079,44.444645,47.96439710000004,0.2029896730153213,0.07985453745604833,1.267303276520509,26,6,19.9710329986058,75.17092497733046,23.08,Standard
12_14,44.1527132196154,44.13725,46.72878287000003,0.196731997167633,0.1344171127830403,1.8711018333068261,26,5,19.973157458843595,75.43349728198778,19.23,Standard
5_9,44.10431318000003,44.135593,48.69927140000004,0.20058316321173972,0.03525834446463818,23.680093721909955,33,7,19.83333833755812,75.3317508115943,21.21,Standard
9_13,44.10187913545457,43.784237,48.45830099,0.262365225251267,-0.015145691427341712,5.894156304272738,33,10,19.91248219002351,75.41273848551879,30.3,Standard
14_13,44.09285467485716,44.38034,47.887491650000015,0.20316929156789623,0.07039789006702175,2.709515333175659,35,5,20.01358417657885,75.41112292548387,14.29,Standard
14_8,44.01652296392859,44.18801,48.379686530000015,0.24773828404716378,0.09123514352845088,1.3608129428965705,28,8,20.013873631790254,75.31187854951474,28.57,Standard
10_4,44.006216006000024,44.4255,49.05645449000002,0.2555946396231704,0.058030504511083054,9.756237562497457,30,8,19.934391910857933,75.2319236642922,26.67,Standard
11_13,43.97230510454547,43.62336,49.95026672000006,0.2534131420221174,0.02277553541087841,2.804283633376613,33,9,19.95377417028167,75.41332950346819,27.27,Standard
11_14,43.968478533333354,43.91744,49.08550766000002,0.2181329703619031,0.05552753457200468,2.4166146560951516,27,5,19.95410737969814,75.43274821072903,18.52,Standard
8_13,43.9486630597143,44.038837,48.16093325000003,0.2562841482509164,0.014809379920415505,9.593465069362095,35,6,19.894061377585714,75.40990084730502,17.14,Standard
11_3,43.92704223363638,43.533184,47.68753748000006,0.2628473635786764,0.03201334251483653,2.1987913883093633,33,8,19.95379507932392,75.21144716249141,24.24,Standard
7_0,43.895143760000025,43.595966,47.027859620000015,0.19537646304426476,0.021685963705836902,1.261811053051668,17,4,19.876374697469693,75.15533003276879,23.53,Standard
4_8,43.828308065000016,43.824593,47.85502045999999,0.2168732315788132,0.115233183453178,5.202898919582367,36,9,19.81406256590553,75.31275737940724,25.0,Standard
8_11,43.812129437000024,43.22087,46.30153037000002,0.19859660182268662,0.03783373566889441,104.73572082519532,30,1,19.894265487180384,75.37358733325156,3.33,Standard
2_7,43.77263377769232,42.79014,48.577931690000014,0.23218925896311168,0.05171831628118102,16.199308749956963,39,7,19.772906126550367,75.29184374682943,17.95,Standard
6_11,43.755865030000024,43.88423,47.50980044000005,0.15612562288405027,0.06961532999836222,55.69149971008301,27,1,19.853680380125663,75.37049642064287,3.7,Standard
7_12,43.74805580375002,43.55952,48.07890077000002,0.1951044199975238,0.05308135657362617,87.3627113699913,32,4,19.874139559926455,75.39156500232038,12.5,Standard
12_7,43.747115848250026,44.060696,48.84453725000003,0.21660312928988773,0.03915946144760889,1.9572390288114547,40,7,19.97353054324792,75.29225783588487,17.5,Standard
13_13,43.693965637250024,44.006275,47.55936172999998,0.2317406819161147,0.11755920093988385,2.441566050052643,40,9,19.992964770260947,75.41146660063012,22.5,Standard
0_10,43.690732760000024,43.75055,47.61234104000005,0.26171912381697904,0.04533061997246208,1.733423802587721,18,2,19.73389262709112,75.35211336110726,11.11,Standard
12_3,43.66880046500002,44.067093,48.113080970000055,0.21762127076561433,0.04669508613128555,2.9969522670695654,38,7,19.973507741892433,75.2120889168496,18.42,Standard
3_13,43.65584616920001,44.26421,47.86014749000003,0.25101925940504327,0.04298723538461273,2.6250712394714357,25,5,19.79486091230069,75.41208978256935,20.0,Standard
